icon,similarity,confidence,primary_address,primary_name,primary_type,secondary_address,secondary_name,secondary_type,bb-,bbs,bb+,jmp-,jmps,jmp+
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00108DC0,fts_alloc,Normal,0010CE40,fts_alloc,Normal,0,3,0,0,3,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00108E60,filesystem_type,Normal,0010CEE0,filesystem_type,Normal,0,19,0,0,29,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00108F90,cwd_advance_fd,Normal,0010D010,cwd_advance_fd,Normal,0,10,0,0,15,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00109000,fts_palloc,Normal,0010D080,fts_palloc,Normal,0,5,0,0,4,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00109070,setup_dir,Normal,0010D0F0,setup_dir,Normal,0,5,0,0,4,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,001090E0,enter_dir,Normal,0010D160,enter_dir,Normal,0,10,0,0,13,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00109190,leave_dir,Normal,0010D210,leave_dir,Normal,0,13,0,0,20,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00109240,restore_initial_cwd,Normal,0010D2C0,restore_initial_cwd,Normal,0,10,0,0,13,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,001092D0,fts_safe_changedir,Normal,0010D350,fts_safe_changedir,Normal,0,52,0,0,81,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,001095D0,fts_build,Normal,0010D650,fts_build,Normal,0,173,0,0,279,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010A0C0,rpl_fts_open,Normal,0010E140,rpl_fts_open,Normal,0,61,0,0,100,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010A4E0,rpl_fts_close,Normal,0010E560,rpl_fts_close,Normal,0,39,0,0,64,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010AE20,rpl_fts_set,Normal,0010EEA0,rpl_fts_set,Normal,0,3,0,0,2,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010AE50,rpl_fts_children,Normal,0010EED0,rpl_fts_children,Normal,0,30,0,0,43,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010B050,raw_hasher,Normal,0010F150,raw_hasher,Normal,0,1,0,0,0,0
